,success,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,response,trial_id,trial_duration,view_history,exp_stage,block_num,stimulus_duration,choices,condition,probe,correct_response,delay,letter_case,correct_trial,num_block,ITIParams,attention_check_question,current_key_answer,exp_id,attention_check_percent
106,,html-keyboard-response,106,111481,0.0-5.0-8.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,
107,,html-keyboard-response,107,112988,0.0-5.0-9.0,610.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/lowercase_D.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",mismatch,d,.,2.0,lowercase,1.0,1.0,,,,,
108,,html-keyboard-response,108,113087,0.0-5.0-10.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,92.66823267596494,,test,1.0,92.66823267596494,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
109,,html-keyboard-response,109,113589,0.0-5.0-11.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,
110,,html-keyboard-response,110,115096,0.0-5.0-12.0,811.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_T.png'></img></div></div></div></div>,",",test_trial,1500.0,,test,,1000.0,"[',', '.']",match,T,",",2.0,uppercase,1.0,1.0,,,,,
111,,html-keyboard-response,111,116431,0.0-5.0-13.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1328.7314274960918,,test,1.0,1328.7314274960918,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
112,,html-keyboard-response,112,116934,0.0-5.0-14.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,
113,,html-keyboard-response,113,118441,0.0-5.0-15.0,628.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/lowercase_V.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",mismatch,v,.,2.0,lowercase,1.0,1.0,,,,,
114,,html-keyboard-response,114,118791,0.0-5.0-16.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,343.8130335069255,,test,1.0,343.8130335069255,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
115,,html-keyboard-response,115,119297,0.0-5.0-17.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,
116,,html-keyboard-response,116,120801,0.0-5.0-18.0,717.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/lowercase_V.png'></img></div></div></div></div>,",",test_trial,1500.0,,test,,1000.0,"[',', '.']",mismatch,v,.,2.0,lowercase,0.0,1.0,,,,,
117,,html-keyboard-response,117,120963,0.0-5.0-19.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,155.59155014378902,,test,1.0,155.59155014378902,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
118,,html-keyboard-response,118,121466,0.0-5.0-20.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,
119,,html-keyboard-response,119,122973,0.0-5.0-21.0,815.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/lowercase_B.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",mismatch,b,.,2.0,lowercase,1.0,1.0,,,,,
120,,html-keyboard-response,120,123346,0.0-5.0-22.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,367.8102448251403,,test,1.0,367.8102448251403,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
121,,html-keyboard-response,121,123852,0.0-5.0-23.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,
122,,html-keyboard-response,122,125360,0.0-5.0-24.0,598.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_V.png'></img></div></div></div></div>,",",test_trial,1500.0,,test,,1000.0,"[',', '.']",match,V,",",2.0,uppercase,1.0,1.0,,,,,
123,,html-keyboard-response,123,125618,0.0-5.0-25.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,252.34855248910816,,test,1.0,252.34855248910816,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
124,,html-keyboard-response,124,126122,0.0-5.0-26.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,
125,,html-keyboard-response,125,127629,0.0-5.0-27.0,555.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_B.png'></img></div></div></div></div>,",",test_trial,1500.0,,test,,1000.0,"[',', '.']",match,B,",",2.0,uppercase,1.0,1.0,,,,,
126,,html-keyboard-response,126,128028,0.0-5.0-28.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,395.17647687215896,,test,1.0,395.17647687215896,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
127,,html-keyboard-response,127,128531,0.0-5.0-29.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,
128,,html-keyboard-response,128,130038,0.0-5.0-30.0,524.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_B.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",mismatch,B,.,2.0,uppercase,1.0,1.0,,,,,
129,,html-keyboard-response,129,131883,0.0-5.0-31.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1838.2513804812181,,test,1.0,1838.2513804812181,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
130,,html-keyboard-response,130,132385,0.0-5.0-32.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,
131,,html-keyboard-response,131,133891,0.0-5.0-33.0,758.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_B.png'></img></div></div></div></div>,",",test_trial,1500.0,,test,,1000.0,"[',', '.']",match,B,",",2.0,uppercase,1.0,1.0,,,,,
132,,html-keyboard-response,132,134079,0.0-5.0-34.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,182.97553840691307,,test,1.0,182.97553840691307,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
133,,html-keyboard-response,133,134582,0.0-5.0-35.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,
134,,html-keyboard-response,134,136087,0.0-5.0-36.0,720.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_D.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",mismatch,D,.,2.0,uppercase,1.0,1.0,,,,,
135,,html-keyboard-response,135,136467,0.0-5.0-37.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,377.3744673214698,,test,1.0,377.3744673214698,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
136,,html-keyboard-response,136,136970,0.0-5.0-38.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,
137,,html-keyboard-response,137,138476,0.0-5.0-39.0,735.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/lowercase_G.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",mismatch,g,.,2.0,lowercase,1.0,1.0,,,,,
138,,html-keyboard-response,138,138607,0.0-5.0-40.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,126.21594906191305,,test,1.0,126.21594906191305,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
139,,html-keyboard-response,139,139112,0.0-5.0-41.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,
140,,html-keyboard-response,140,140620,0.0-5.0-42.0,681.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/lowercase_D.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",match,d,",",2.0,lowercase,0.0,1.0,,,,,
141,,html-keyboard-response,141,141005,0.0-5.0-43.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,383.5073090434536,,test,1.0,383.5073090434536,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
142,,html-keyboard-response,142,142642,0.0-6.0-0.0,1634.0,"<div class = bigbox><div class = picture_box><p class = block-text>
    <div class = centerbox><p class = block-text>Please take this time to read your feedback! This screen will advance automatically in 1 minute.</p><p class=block-text>You have completed 2 out of 10 blocks of trials.</p><p class = block-text>No feedback on this block.</p><p class=block-text><b>Your delay for this next block is 1</b>.</p><p class=block-text>Press <i>enter</i> to continue.</p></div>
    </font></p></div></div>",enter,test_feedback,60000.0,,test,2.0,,,,,,,,,,,,,,
143,,html-keyboard-response,143,143638,0.0-6.0-1.0-0.0,995.0,,u,test_attention_check,,,test,2.0,,,,,,,,1.0,,,<p class='block-text'>Press the U key</p> <div class=block-text>This screen will advance automatically in 1 minute.</div>,85.0,,
144,,html-keyboard-response,144,144140,0.0-6.0-2.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,
145,,html-keyboard-response,145,145646,0.0-6.0-3.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/lowercase_D.png'></img></div></div></div></div>,,test_trial,1500.0,,test,,1000.0,"[',', '.']",N/A,d,.,1.0,lowercase,0.0,2.0,,,,,
146,,html-keyboard-response,146,145691,0.0-6.0-4.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,38.577656182422835,,test,2.0,38.577656182422835,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
147,,html-keyboard-response,147,146193,0.0-6.0-5.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,
148,,html-keyboard-response,148,147701,0.0-6.0-6.0,1081.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/lowercase_D.png'></img></div></div></div></div>,",",test_trial,1500.0,,test,,1000.0,"[',', '.']",match,d,",",1.0,lowercase,1.0,2.0,,,,,
149,,html-keyboard-response,149,147781,0.0-6.0-7.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,79.19978335697722,,test,2.0,79.19978335697722,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
150,,html-keyboard-response,150,148284,0.0-6.0-8.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,
151,,html-keyboard-response,151,149791,0.0-6.0-9.0,937.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/lowercase_D.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",match,d,",",1.0,lowercase,0.0,2.0,,,,,
152,,html-keyboard-response,152,149798,0.0-6.0-10.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,5.38865499252924,,test,2.0,5.38865499252924,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
153,,html-keyboard-response,153,150300,0.0-6.0-11.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,
154,,html-keyboard-response,154,151803,0.0-6.0-12.0,804.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_G.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",mismatch,G,.,1.0,uppercase,1.0,2.0,,,,,
155,,html-keyboard-response,155,151942,0.0-6.0-13.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,134.13776027961742,,test,2.0,134.13776027961742,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
156,,html-keyboard-response,156,152446,0.0-6.0-14.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,
157,,html-keyboard-response,157,153953,0.0-6.0-15.0,710.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_T.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",mismatch,T,.,1.0,uppercase,1.0,2.0,,,,,
158,,html-keyboard-response,158,153963,0.0-6.0-16.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,7.380645260115942,,test,2.0,7.380645260115942,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
159,,html-keyboard-response,159,154466,0.0-6.0-17.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,
160,,html-keyboard-response,160,155969,0.0-6.0-18.0,800.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/lowercase_V.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",mismatch,v,.,1.0,lowercase,1.0,2.0,,,,,
161,,html-keyboard-response,161,157472,0.0-6.0-19.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1501.375067093923,,test,2.0,1501.375067093923,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
162,,html-keyboard-response,162,157974,0.0-6.0-20.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,
163,,html-keyboard-response,163,159481,0.0-6.0-21.0,672.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_T.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",mismatch,T,.,1.0,uppercase,1.0,2.0,,,,,
164,,html-keyboard-response,164,160547,0.0-6.0-22.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1059.6502105089844,,test,2.0,1059.6502105089844,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
165,,html-keyboard-response,165,161051,0.0-6.0-23.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,
166,,html-keyboard-response,166,162558,0.0-6.0-24.0,338.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/lowercase_G.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",mismatch,g,.,1.0,lowercase,1.0,2.0,,,,,
167,,html-keyboard-response,167,162666,0.0-6.0-25.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,102.24049091375154,,test,2.0,102.24049091375154,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
168,,html-keyboard-response,168,163170,0.0-6.0-26.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,
169,,html-keyboard-response,169,164677,0.0-6.0-27.0,549.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_T.png'></img></div></div></div></div>,",",test_trial,1500.0,,test,,1000.0,"[',', '.']",mismatch,T,.,1.0,uppercase,0.0,2.0,,,,,
170,,html-keyboard-response,170,165847,0.0-6.0-28.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1164.103352664728,,test,2.0,1164.103352664728,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
171,,html-keyboard-response,171,166352,0.0-6.0-29.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,
172,,html-keyboard-response,172,167859,0.0-6.0-30.0,594.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_V.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",mismatch,V,.,1.0,uppercase,1.0,2.0,,,,,
173,,html-keyboard-response,173,168539,0.0-6.0-31.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,674.2407779633643,,test,2.0,674.2407779633643,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
174,,html-keyboard-response,174,169044,0.0-6.0-32.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,
175,,html-keyboard-response,175,170550,0.0-6.0-33.0,775.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_D.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",mismatch,D,.,1.0,uppercase,1.0,2.0,,,,,
176,,html-keyboard-response,176,171738,0.0-6.0-34.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1181.3248824854256,,test,2.0,1181.3248824854256,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
177,,html-keyboard-response,177,172242,0.0-6.0-35.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,
178,,html-keyboard-response,178,173748,0.0-6.0-36.0,750.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_B.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",mismatch,B,.,1.0,uppercase,1.0,2.0,,,,,
179,,html-keyboard-response,179,173824,0.0-6.0-37.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,70.97575644520819,,test,2.0,70.97575644520819,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
180,,html-keyboard-response,180,174327,0.0-6.0-38.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,
181,,html-keyboard-response,181,175834,0.0-6.0-39.0,714.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/lowercase_G.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",mismatch,g,.,1.0,lowercase,1.0,2.0,,,,,
182,,html-keyboard-response,182,177272,0.0-6.0-40.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1432.5652396323544,,test,2.0,1432.5652396323544,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
183,,html-keyboard-response,183,178915,0.0-7.0-0.0,1641.0,"<div class = bigbox><div class = picture_box><p class = block-text>
    <div class = centerbox><p class = block-text>Please take this time to read your feedback! This screen will advance automatically in 1 minute.</p><p class=block-text>You have completed 3 out of 10 blocks of trials.</p><p class = block-text>No feedback on this block.</p><p class=block-text><b>Your delay for this next block is 2</b>.</p><p class=block-text>Press <i>enter</i> to continue.</p></div>
    </font></p></div></div>",enter,test_feedback,60000.0,,test,3.0,,,,,,,,,,,,,,
184,,html-keyboard-response,184,180261,0.0-7.0-1.0-0.0,1344.0,,q,test_attention_check,,,test,3.0,,,,,,,,1.0,,,<p class='block-text'>Press the Q key</p> <div class=block-text>This screen will advance automatically in 1 minute.</div>,81.0,,
185,,html-keyboard-response,185,180763,0.0-7.0-2.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,3.0,500.0,,,,,,,,,,,,,
186,,html-keyboard-response,186,182270,0.0-7.0-3.0,623.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/lowercase_D.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",N/A,d,.,2.0,lowercase,1.0,3.0,,,,,
187,,html-keyboard-response,187,182279,0.0-7.0-4.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,7.184512927246325,,test,3.0,7.184512927246325,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
188,,html-keyboard-response,188,182785,0.0-7.0-5.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,3.0,500.0,,,,,,,,,,,,,
189,,html-keyboard-response,189,184291,0.0-7.0-6.0,861.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/lowercase_G.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",N/A,g,.,2.0,lowercase,1.0,3.0,,,,,
190,,html-keyboard-response,190,184373,0.0-7.0-7.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,75.1264103001068,,test,3.0,75.1264103001068,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
191,,html-keyboard-response,191,184875,0.0-7.0-8.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,3.0,500.0,,,,,,,,,,,,,
192,,html-keyboard-response,192,186382,0.0-7.0-9.0,807.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/lowercase_D.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",match,d,",",2.0,lowercase,0.0,3.0,,,,,
193,,html-keyboard-response,193,186707,0.0-7.0-10.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,318.6078057829365,,test,3.0,318.6078057829365,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
194,,html-keyboard-response,194,187212,0.0-7.0-11.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,3.0,500.0,,,,,,,,,,,,,
195,,html-keyboard-response,195,188719,0.0-7.0-12.0,714.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/lowercase_G.png'></img></div></div></div></div>,",",test_trial,1500.0,,test,,1000.0,"[',', '.']",match,g,",",2.0,lowercase,1.0,3.0,,,,,
196,,html-keyboard-response,196,188775,0.0-7.0-13.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,53.859996228318046,,test,3.0,53.859996228318046,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
197,,html-keyboard-response,197,189279,0.0-7.0-14.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,3.0,500.0,,,,,,,,,,,,,
198,,html-keyboard-response,198,190786,0.0-7.0-15.0,504.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/lowercase_T.png'></img></div></div></div></div>,",",test_trial,1500.0,,test,,1000.0,"[',', '.']",mismatch,t,.,2.0,lowercase,0.0,3.0,,,,,
199,,html-keyboard-response,199,191216,0.0-7.0-16.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,423.579348267373,,test,3.0,423.579348267373,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
200,,html-keyboard-response,200,191719,0.0-7.0-17.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,3.0,500.0,,,,,,,,,,,,,
201,,html-keyboard-response,201,193223,0.0-7.0-18.0,646.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_V.png'></img></div></div></div></div>,",",test_trial,1500.0,,test,,1000.0,"[',', '.']",mismatch,V,.,2.0,uppercase,0.0,3.0,,,,,
202,,html-keyboard-response,202,193460,0.0-7.0-19.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,232.9135189310604,,test,3.0,232.9135189310604,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
203,,html-keyboard-response,203,193962,0.0-7.0-20.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,3.0,500.0,,,,,,,,,,,,,
204,,html-keyboard-response,204,195469,0.0-7.0-21.0,864.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_B.png'></img></div></div></div></div>,",",test_trial,1500.0,,test,,1000.0,"[',', '.']",mismatch,B,.,2.0,uppercase,0.0,3.0,,,,,
205,,html-keyboard-response,205,195715,0.0-7.0-22.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,244.70862735269648,,test,3.0,244.70862735269648,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
206,,html-keyboard-response,206,196218,0.0-7.0-23.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,3.0,500.0,,,,,,,,,,,,,
207,,html-keyboard-response,207,197725,0.0-7.0-24.0,782.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/lowercase_V.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",match,v,",",2.0,lowercase,0.0,3.0,,,,,
208,,html-keyboard-response,208,197730,0.0-7.0-25.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,4.106004381021311,,test,3.0,4.106004381021311,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
209,,html-keyboard-response,209,198233,0.0-7.0-26.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,3.0,500.0,,,,,,,,,,,,,
210,,html-keyboard-response,210,199734,0.0-7.0-27.0,598.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_V.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",mismatch,V,.,2.0,uppercase,1.0,3.0,,,,,
211,,html-keyboard-response,211,199834,0.0-7.0-28.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,94.13584605370988,,test,3.0,94.13584605370988,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
212,,html-keyboard-response,212,200341,0.0-7.0-29.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,3.0,500.0,,,,,,,,,,,,,
