,success,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,response,trial_id,trial_duration,view_history,exp_stage,stimulus_duration,block_num,correct_response,condition,choices,correct_trial,ITIParams,current_question,current_key_answer,exp_id,attention_check_percent
127,,html-keyboard-response,127,104768,0.0-3.0-95.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
128,,html-keyboard-response,128,106274,0.0-3.0-96.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div id = stim2></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,0.0,,nogo,"[',']",1,,,,,
129,,html-keyboard-response,129,107036,0.0-3.0-97.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,755.8761280577673,,test,755.8761280577673,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
130,,html-keyboard-response,130,107541,0.0-3.0-98.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
131,,html-keyboard-response,131,109046,0.0-3.0-99.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,0.0,",",go,"[',']",0,,,,,
132,,html-keyboard-response,132,109812,0.0-3.0-100.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,759.3492568352268,,test,759.3492568352268,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
133,,html-keyboard-response,133,110318,0.0-3.0-101.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
134,,html-keyboard-response,134,111823,0.0-3.0-102.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,0.0,",",go,"[',']",0,,,,,
135,,html-keyboard-response,135,111836,0.0-3.0-103.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,10.308666367745692,,test,10.308666367745692,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
136,,html-keyboard-response,136,112340,0.0-3.0-104.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
137,,html-keyboard-response,137,113843,0.0-3.0-105.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,0.0,",",go,"[',']",0,,,,,
138,,html-keyboard-response,138,114952,0.0-3.0-106.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1105.4517514832326,,test,1105.4517514832326,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
139,,html-keyboard-response,139,115456,0.0-3.0-107.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
140,,html-keyboard-response,140,116962,0.0-3.0-108.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div id = stim2></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,0.0,,nogo,"[',']",1,,,,,
141,,html-keyboard-response,141,117612,0.0-3.0-109.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,643.7837252402691,,test,643.7837252402691,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
142,,html-keyboard-response,142,118116,0.0-3.0-110.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
143,,html-keyboard-response,143,119622,0.0-3.0-111.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,0.0,",",go,"[',']",0,,,,,
144,,html-keyboard-response,144,120905,0.0-3.0-112.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1276.6065577363306,,test,1276.6065577363306,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
145,,html-keyboard-response,145,121409,0.0-3.0-113.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
146,,html-keyboard-response,146,122913,0.0-3.0-114.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,0.0,",",go,"[',']",0,,,,,
147,,html-keyboard-response,147,123843,0.0-3.0-115.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,927.4950158058899,,test,927.4950158058899,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
148,,html-keyboard-response,148,124347,0.0-3.0-116.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
149,,html-keyboard-response,149,125854,0.0-3.0-117.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,0.0,",",go,"[',']",0,,,,,
150,,html-keyboard-response,150,125913,0.0-3.0-118.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,58.15831062981938,,test,58.15831062981938,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
151,,html-keyboard-response,151,126417,0.0-3.0-119.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
152,,html-keyboard-response,152,127924,0.0-3.0-120.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,0.0,",",go,"[',']",0,,,,,
153,,html-keyboard-response,153,128173,0.0-3.0-121.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,243.67383185824482,,test,243.67383185824482,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
154,,html-keyboard-response,154,128676,0.0-3.0-122.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
155,,html-keyboard-response,155,130182,0.0-3.0-123.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,0.0,",",go,"[',']",0,,,,,
156,,html-keyboard-response,156,130403,0.0-3.0-124.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,217.54657120954178,,test,217.54657120954178,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
157,,html-keyboard-response,157,130906,0.0-3.0-125.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
158,,html-keyboard-response,158,132412,0.0-3.0-126.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,0.0,",",go,"[',']",0,,,,,
159,,html-keyboard-response,159,132508,0.0-3.0-127.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,89.1839860529542,,test,89.1839860529542,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
160,,html-keyboard-response,160,133012,0.0-3.0-128.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
161,,html-keyboard-response,161,134518,0.0-3.0-129.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div id = stim2></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,0.0,,nogo,"[',']",1,,,,,
162,,html-keyboard-response,162,135425,0.0-3.0-130.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,901.8475329855029,,test,901.8475329855029,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
163,,html-keyboard-response,163,135932,0.0-3.0-131.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
164,,html-keyboard-response,164,137438,0.0-3.0-132.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,0.0,",",go,"[',']",0,,,,,
165,,html-keyboard-response,165,137817,0.0-3.0-133.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,374.0203066471245,,test,374.0203066471245,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
166,,html-keyboard-response,166,138320,0.0-3.0-134.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
167,,html-keyboard-response,167,139826,0.0-3.0-135.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,0.0,",",go,"[',']",0,,,,,
168,,html-keyboard-response,168,140016,0.0-3.0-136.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,185.59720542397048,,test,185.59720542397048,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
169,,html-keyboard-response,169,140520,0.0-3.0-137.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
170,,html-keyboard-response,170,142027,0.0-3.0-138.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,0.0,",",go,"[',']",0,,,,,
171,,html-keyboard-response,171,142245,0.0-3.0-139.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,216.76441110765253,,test,216.76441110765253,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
172,,html-keyboard-response,172,142747,0.0-3.0-140.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
173,,html-keyboard-response,173,144254,0.0-3.0-141.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,0.0,",",go,"[',']",0,,,,,
174,,html-keyboard-response,174,145190,0.0-3.0-142.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,930.6618612447286,,test,930.6618612447286,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
175,,html-keyboard-response,175,145693,0.0-3.0-143.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
176,,html-keyboard-response,176,147199,0.0-3.0-144.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,0.0,",",go,"[',']",0,,,,,
177,,html-keyboard-response,177,148200,0.0-3.0-145.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,995.2362635441384,,test,995.2362635441384,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
178,,html-keyboard-response,178,148704,0.0-3.0-146.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
179,,html-keyboard-response,179,150211,0.0-3.0-147.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,0.0,",",go,"[',']",0,,,,,
180,,html-keyboard-response,180,150652,0.0-3.0-148.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,438.4952494283347,,test,438.4952494283347,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
181,,html-keyboard-response,181,151156,0.0-3.0-149.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
182,,html-keyboard-response,182,152662,0.0-3.0-150.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,0.0,",",go,"[',']",0,,,,,
183,,html-keyboard-response,183,153661,0.0-3.0-151.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,993.0055778205019,,test,993.0055778205019,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
184,,html-keyboard-response,184,154164,0.0-3.0-152.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
185,,html-keyboard-response,185,155667,0.0-3.0-153.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,0.0,",",go,"[',']",0,,,,,
186,,html-keyboard-response,186,156193,0.0-3.0-154.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,524.0270959222926,,test,524.0270959222926,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
187,,html-keyboard-response,187,156700,0.0-3.0-155.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
188,,html-keyboard-response,188,158206,0.0-3.0-156.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,0.0,",",go,"[',']",0,,,,,
189,,html-keyboard-response,189,158575,0.0-3.0-157.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,363.0525030226333,,test,363.0525030226333,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
190,,html-keyboard-response,190,159079,0.0-3.0-158.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
191,,html-keyboard-response,191,160586,0.0-3.0-159.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,0.0,",",go,"[',']",0,,,,,
192,,html-keyboard-response,192,160957,0.0-3.0-160.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,365.1147008801269,,test,365.1147008801269,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
193,,html-keyboard-response,193,161459,0.0-3.0-161.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
194,,html-keyboard-response,194,162965,0.0-3.0-162.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,0.0,",",go,"[',']",0,,,,,
195,,html-keyboard-response,195,164147,0.0-3.0-163.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1176.3257445725499,,test,1176.3257445725499,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
196,,html-keyboard-response,196,164650,0.0-3.0-164.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
197,,html-keyboard-response,197,166156,0.0-3.0-165.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,0.0,",",go,"[',']",0,,,,,
198,,html-keyboard-response,198,169108,0.0-3.0-166.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,2950.016081965635,,test,2950.016081965635,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
199,,html-keyboard-response,199,169611,0.0-3.0-167.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
200,,html-keyboard-response,200,171118,0.0-3.0-168.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div id = stim2></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,0.0,,nogo,"[',']",1,,,,,
201,,html-keyboard-response,201,171256,0.0-3.0-169.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,130.47305825814527,,test,130.47305825814527,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
202,,html-keyboard-response,202,171761,0.0-3.0-170.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
203,,html-keyboard-response,203,173267,0.0-3.0-171.0,654.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,",",test_trial,1500.0,,test,1000.0,0.0,",",go,"[',']",1,,,,,
204,,html-keyboard-response,204,173821,0.0-3.0-172.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,550.1809698673064,,test,550.1809698673064,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
205,,html-keyboard-response,205,174324,0.0-3.0-173.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
206,,html-keyboard-response,206,175825,0.0-3.0-174.0,362.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,",",test_trial,1500.0,,test,1000.0,0.0,",",go,"[',']",1,,,,,
207,,html-keyboard-response,207,176210,0.0-3.0-175.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,382.2164932555295,,test,382.2164932555295,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
208,,html-keyboard-response,208,176714,0.0-3.0-176.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
209,,html-keyboard-response,209,178217,0.0-3.0-177.0,348.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,",",test_trial,1500.0,,test,1000.0,0.0,",",go,"[',']",1,,,,,
210,,html-keyboard-response,210,179087,0.0-3.0-178.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,863.8811247698223,,test,863.8811247698223,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
211,,html-keyboard-response,211,179591,0.0-3.0-179.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
212,,html-keyboard-response,212,181094,0.0-3.0-180.0,393.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,",",test_trial,1500.0,,test,1000.0,0.0,",",go,"[',']",1,,,,,
213,,html-keyboard-response,213,181479,0.0-3.0-181.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,380.5195253417405,,test,380.5195253417405,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
214,,html-keyboard-response,214,181982,0.0-3.0-182.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
215,,html-keyboard-response,215,183488,0.0-3.0-183.0,347.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,",",test_trial,1500.0,,test,1000.0,0.0,",",go,"[',']",1,,,,,
216,,html-keyboard-response,216,183722,0.0-3.0-184.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,231.58553140392675,,test,231.58553140392675,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
217,,html-keyboard-response,217,184225,0.0-3.0-185.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
218,,html-keyboard-response,218,185726,0.0-3.0-186.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,0.0,",",go,"[',']",0,,,,,
219,,html-keyboard-response,219,187203,0.0-3.0-187.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1470.0135517391361,,test,1470.0135517391361,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
220,,html-keyboard-response,220,187706,0.0-3.0-188.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
221,,html-keyboard-response,221,189212,0.0-3.0-189.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,0.0,",",go,"[',']",0,,,,,
222,,html-keyboard-response,222,190490,0.0-3.0-190.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1271.743258586729,,test,1271.743258586729,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
223,,html-keyboard-response,223,250498,0.0-3.1-0.1,,"<div class = bigbox><div class = picture_box><p class = block-text>
    <div class = centerbox><p class = block-text>Please take this time to read your feedback! This screen will advance automatically in 1 minute.</p><p class=block-text>You have completed 1 out of 3 blocks of trials.</p>
       <p class=""block-text"">Your accuracy is low. Remember: </p>
  <ul style=""text-align:left;"">
    <li>solid white square: respond</li>
    <li>outlined white square: do not respond</li>
  </ul>

      
        <p class=""block-text"">You have not been responding to some trials. Please respond on every trial that requires a response.</p>
      <p class=block-text>Press <i>enter</i> to continue.</p></div>
    </font></p></div></div>",,test_feedback,60000.0,,test,,,,,,,,,,,
224,,html-keyboard-response,224,253765,0.0-3.1-1.1-0.1,3265.0,,b,test_attention_check,,,test,,1.0,,,,True,,<p class='block-text'>Press the key for the second letter of the English alphabet.</p> <div class=block-text>This screen will advance automatically in 1 minute.</div>,66.0,,
225,,html-keyboard-response,225,254267,0.0-3.1-2.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
226,,html-keyboard-response,226,255773,0.0-3.1-3.1,447.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,",",test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",1,,,,,
227,,html-keyboard-response,227,256432,0.0-3.1-4.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,652.7075730603119,,test,652.7075730603119,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
228,,html-keyboard-response,228,256936,0.0-3.1-5.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
229,,html-keyboard-response,229,258443,0.0-3.1-6.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div id = stim2></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,,nogo,"[',']",1,,,,,
230,,html-keyboard-response,230,259110,0.0-3.1-7.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,661.9292740066294,,test,661.9292740066294,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
231,,html-keyboard-response,231,259613,0.0-3.1-8.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
232,,html-keyboard-response,232,261115,0.0-3.1-9.1,539.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,",",test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",1,,,,,
233,,html-keyboard-response,233,261203,0.0-3.1-10.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,85.59498327354888,,test,85.59498327354888,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
234,,html-keyboard-response,234,261707,0.0-3.1-11.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
235,,html-keyboard-response,235,263213,0.0-3.1-12.1,477.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,",",test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",1,,,,,
236,,html-keyboard-response,236,263386,0.0-3.1-13.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,169.4664397139305,,test,169.4664397139305,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
237,,html-keyboard-response,237,263889,0.0-3.1-14.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
238,,html-keyboard-response,238,265396,0.0-3.1-15.1,329.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,",",test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",1,,,,,
239,,html-keyboard-response,239,265533,0.0-3.1-16.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,131.7708874512313,,test,131.7708874512313,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
240,,html-keyboard-response,240,266037,0.0-3.1-17.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
241,,html-keyboard-response,241,267540,0.0-3.1-18.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0,,,,,
242,,html-keyboard-response,242,268260,0.0-3.1-19.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,717.0351585855601,,test,717.0351585855601,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
243,,html-keyboard-response,243,268764,0.0-3.1-20.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
244,,html-keyboard-response,244,270271,0.0-3.1-21.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0,,,,,
245,,html-keyboard-response,245,271659,0.0-3.1-22.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1382.1517262383722,,test,1382.1517262383722,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
246,,html-keyboard-response,246,272164,0.0-3.1-23.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
247,,html-keyboard-response,247,273669,0.0-3.1-24.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0,,,,,
248,,html-keyboard-response,248,273678,0.0-3.1-25.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,7.400604297118198,,test,7.400604297118198,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
249,,html-keyboard-response,249,274184,0.0-3.1-26.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
250,,html-keyboard-response,250,275688,0.0-3.1-27.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0,,,,,
251,,html-keyboard-response,251,275862,0.0-3.1-28.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,172.3187980305861,,test,172.3187980305861,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
252,,html-keyboard-response,252,276367,0.0-3.1-29.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
