,success,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,response,trial_id,trial_duration,view_history,exp_stage,block_num,stimulus_duration,response_ends_trial,SS_stimulus,SS_trial_type,SS_duration,SSD,choices,correct_choice,stim,correct_response,currentTrial,condition,stop_acc,correct_trial,ITIParams,go_acc,current_question,current_key_answer,exp_id,attention_check_percent
305,,poldracklab-stop-signal,305,258238,0.0-3.1-45.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,stop,500.0,1000.0,"[',', '.']",,circle,,15.0,stop,,1,,,,,,
306,,html-keyboard-response,306,258853,0.0-3.1-46.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,612.332402184891,,test,1.0,612.332402184891,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
307,,html-keyboard-response,307,259359,0.0-3.1-47.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
308,,poldracklab-stop-signal,308,260865,0.0-3.1-48.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,square,.,16.0,go,,1,,0.0,,,,
309,,html-keyboard-response,309,261157,0.0-3.1-49.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,285.80369735570684,,test,1.0,285.80369735570684,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
310,,html-keyboard-response,310,261663,0.0-3.1-50.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
311,,poldracklab-stop-signal,311,263170,0.0-3.1-51.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,square,.,17.0,go,,1,,0.0,,,,
312,,html-keyboard-response,312,263215,0.0-3.1-52.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,42.87614890496058,,test,1.0,42.87614890496058,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
313,,html-keyboard-response,313,263719,0.0-3.1-53.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
314,,poldracklab-stop-signal,314,265225,0.0-3.1-54.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,square,.,18.0,go,,1,,0.0,,,,
315,,html-keyboard-response,315,265881,0.0-3.1-55.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,652.7141014371864,,test,1.0,652.7141014371864,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
316,,html-keyboard-response,316,266386,0.0-3.1-56.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
317,,poldracklab-stop-signal,317,267892,0.0-3.1-57.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,circle,",",19.0,go,,1,,0.0,,,,
318,,html-keyboard-response,318,267898,0.0-3.1-58.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,3.1418769376537115,,test,1.0,3.1418769376537115,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
319,,html-keyboard-response,319,268404,0.0-3.1-59.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
320,,poldracklab-stop-signal,320,269911,0.0-3.1-60.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,circle,",",20.0,go,,1,,0.0,,,,
321,,html-keyboard-response,321,270476,0.0-3.1-61.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,562.5147572734518,,test,1.0,562.5147572734518,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
322,,html-keyboard-response,322,270980,0.0-3.1-62.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
323,,poldracklab-stop-signal,323,272487,0.0-3.1-63.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,square,.,21.0,go,,1,,0.0,,,,
324,,html-keyboard-response,324,273604,0.0-3.1-64.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1115.5879964052588,,test,1.0,1115.5879964052588,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
325,,html-keyboard-response,325,274111,0.0-3.1-65.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
326,,poldracklab-stop-signal,326,275618,0.0-3.1-66.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,stop,500.0,1000.0,"[',', '.']",,circle,,22.0,stop,,1,,,,,,
327,,html-keyboard-response,327,276447,0.0-3.1-67.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,823.3655016819149,,test,1.0,823.3655016819149,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
328,,html-keyboard-response,328,276953,0.0-3.1-68.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
329,,poldracklab-stop-signal,329,278460,0.0-3.1-69.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,stop,500.0,1000.0,"[',', '.']",,square,,23.0,stop,,1,,,,,,
330,,html-keyboard-response,330,278543,0.0-3.1-70.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,77.09825248974266,,test,1.0,77.09825248974266,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
331,,html-keyboard-response,331,279050,0.0-3.1-71.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
332,,poldracklab-stop-signal,332,280556,0.0-3.1-72.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,square,.,24.0,go,,1,,0.0,,,,
333,,html-keyboard-response,333,280991,0.0-3.1-73.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,433.88032365303206,,test,1.0,433.88032365303206,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
334,,html-keyboard-response,334,281497,0.0-3.1-74.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
335,,poldracklab-stop-signal,335,283002,0.0-3.1-75.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,circle,",",25.0,go,,1,,0.0,,,,
336,,html-keyboard-response,336,283142,0.0-3.1-76.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,136.02608013814483,,test,1.0,136.02608013814483,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
337,,html-keyboard-response,337,283644,0.0-3.1-77.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
338,,poldracklab-stop-signal,338,285151,0.0-3.1-78.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,square,.,26.0,go,,1,,0.0,,,,
339,,html-keyboard-response,339,286821,0.0-3.1-79.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1667.6576318615885,,test,1.0,1667.6576318615885,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
340,,html-keyboard-response,340,287328,0.0-3.1-80.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
341,,poldracklab-stop-signal,341,288836,0.0-3.1-81.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,circle,",",27.0,go,,1,,0.0,,,,
342,,html-keyboard-response,342,289379,0.0-3.1-82.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,538.4954787184689,,test,1.0,538.4954787184689,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
343,,html-keyboard-response,343,289886,0.0-3.1-83.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
344,,poldracklab-stop-signal,344,291391,0.0-3.1-84.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,stop,500.0,1000.0,"[',', '.']",,square,,28.0,stop,,1,,,,,,
345,,html-keyboard-response,345,291946,0.0-3.1-85.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,548.1961597713803,,test,1.0,548.1961597713803,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
346,,html-keyboard-response,346,292453,0.0-3.1-86.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
347,,poldracklab-stop-signal,347,293958,0.0-3.1-87.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,circle,",",29.0,go,,1,,0.0,,,,
348,,html-keyboard-response,348,295615,0.0-3.1-88.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1651.0942641152874,,test,1.0,1651.0942641152874,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
349,,html-keyboard-response,349,296121,0.0-3.1-89.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
350,,poldracklab-stop-signal,350,297623,0.0-3.1-90.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,stop,500.0,1000.0,"[',', '.']",,circle,,30.0,stop,,1,,,,,,
351,,html-keyboard-response,351,298667,0.0-3.1-91.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1040.6336681742541,,test,1.0,1040.6336681742541,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
352,,html-keyboard-response,352,299174,0.0-3.1-92.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
353,,poldracklab-stop-signal,353,300679,0.0-3.1-93.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,circle,",",31.0,go,,1,,0.0,,,,
354,,html-keyboard-response,354,301496,0.0-3.1-94.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,816.8662575672271,,test,1.0,816.8662575672271,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
355,,html-keyboard-response,355,302002,0.0-3.1-95.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
356,,poldracklab-stop-signal,356,303506,0.0-3.1-96.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,circle,",",32.0,go,,1,,0.0,,,,
357,,html-keyboard-response,357,303610,0.0-3.1-97.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,100.80527316485494,,test,1.0,100.80527316485494,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
358,,html-keyboard-response,358,304113,0.0-3.1-98.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
359,,poldracklab-stop-signal,359,305617,0.0-3.1-99.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,circle,",",33.0,go,,1,,0.0,,,,
360,,html-keyboard-response,360,306813,0.0-3.1-100.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1195.9320719946347,,test,1.0,1195.9320719946347,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
361,,html-keyboard-response,361,307316,0.0-3.1-101.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
362,,poldracklab-stop-signal,362,308820,0.0-3.1-102.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,square,.,34.0,go,,1,,0.0,,,,
363,,html-keyboard-response,363,308879,0.0-3.1-103.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,54.69637533517569,,test,1.0,54.69637533517569,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
364,,html-keyboard-response,364,309386,0.0-3.1-104.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
365,,poldracklab-stop-signal,365,310892,0.0-3.1-105.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,circle,",",35.0,go,,1,,0.0,,,,
366,,html-keyboard-response,366,311028,0.0-3.1-106.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,134.51217109412246,,test,1.0,134.51217109412246,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
367,,html-keyboard-response,367,311534,0.0-3.1-107.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
368,,poldracklab-stop-signal,368,313042,0.0-3.1-108.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,stop,500.0,1000.0,"[',', '.']",,square,,36.0,stop,,1,,,,,,
369,,html-keyboard-response,369,313474,0.0-3.1-109.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,426.3000066058464,,test,1.0,426.3000066058464,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
370,,html-keyboard-response,370,313978,0.0-3.1-110.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
371,,poldracklab-stop-signal,371,315485,0.0-3.1-111.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,stop,500.0,1000.0,"[',', '.']",,square,,37.0,stop,,1,,,,,,
372,,html-keyboard-response,372,315645,0.0-3.1-112.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,156.71937547467041,,test,1.0,156.71937547467041,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
373,,html-keyboard-response,373,316151,0.0-3.1-113.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
374,,poldracklab-stop-signal,374,317658,0.0-3.1-114.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,stop,500.0,1000.0,"[',', '.']",,circle,,38.0,stop,,1,,,,,,
375,,html-keyboard-response,375,318116,0.0-3.1-115.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,452.9384658524933,,test,1.0,452.9384658524933,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
376,,html-keyboard-response,376,318623,0.0-3.1-116.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
377,,poldracklab-stop-signal,377,320130,0.0-3.1-117.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,stop,500.0,1000.0,"[',', '.']",,circle,,39.0,stop,,1,,,,,,
378,,html-keyboard-response,378,320338,0.0-3.1-118.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,202.84243560891062,,test,1.0,202.84243560891062,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
379,,html-keyboard-response,379,320843,0.0-3.1-119.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
380,,poldracklab-stop-signal,380,322345,0.0-3.1-120.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,square,.,40.0,go,,1,,0.0,,,,
381,,html-keyboard-response,381,322361,0.0-3.1-121.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,15.385617087433427,,test,1.0,15.385617087433427,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
382,,html-keyboard-response,382,322865,0.0-3.1-122.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
383,,poldracklab-stop-signal,383,324370,0.0-3.1-123.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,circle,",",41.0,go,,1,,0.0,,,,
384,,html-keyboard-response,384,324851,0.0-3.1-124.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,475.09520212619185,,test,1.0,475.09520212619185,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
385,,html-keyboard-response,385,325355,0.0-3.1-125.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
386,,poldracklab-stop-signal,386,326859,0.0-3.1-126.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,square,.,42.0,go,,1,,0.0,,,,
387,,html-keyboard-response,387,328739,0.0-3.1-127.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1876.4480990295106,,test,1.0,1876.4480990295106,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
388,,html-keyboard-response,388,329241,0.0-3.1-128.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
389,,poldracklab-stop-signal,389,330744,0.0-3.1-129.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,square,.,43.0,go,,1,,0.0,,,,
390,,html-keyboard-response,390,331944,0.0-3.1-130.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1194.0090092271798,,test,1.0,1194.0090092271798,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
391,,html-keyboard-response,391,332448,0.0-3.1-131.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
392,,poldracklab-stop-signal,392,333954,0.0-3.1-132.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,stop,500.0,1000.0,"[',', '.']",,square,,44.0,stop,,1,,,,,,
393,,html-keyboard-response,393,334592,0.0-3.1-133.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,636.3840536706381,,test,1.0,636.3840536706381,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
394,,html-keyboard-response,394,335096,0.0-3.1-134.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
395,,poldracklab-stop-signal,395,336600,0.0-3.1-135.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,square,.,45.0,go,,1,,0.0,,,,
396,,html-keyboard-response,396,336982,0.0-3.1-136.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,378.09659752831357,,test,1.0,378.09659752831357,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
397,,html-keyboard-response,397,337486,0.0-3.1-137.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
398,,poldracklab-stop-signal,398,338990,0.0-3.1-138.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,circle,",",46.0,go,,1,,0.0,,,,
399,,html-keyboard-response,399,339098,0.0-3.1-139.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,102.41367586955953,,test,1.0,102.41367586955953,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
400,,html-keyboard-response,400,339605,0.0-3.1-140.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
401,,poldracklab-stop-signal,401,341112,0.0-3.1-141.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,circle,",",47.0,go,,1,,0.0,,,,
402,,html-keyboard-response,402,341140,0.0-3.1-142.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,25.82739122890098,,test,1.0,25.82739122890098,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
403,,html-keyboard-response,403,341641,0.0-3.1-143.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
